route_id,origin,destination,distance_km,fuel_used_liters,weather_condition,traffic_level,cargo_weight_kg,vehicle_type,avg_speed_kmph,delivery_time_hrs,fuel_type,temperature_c,humidity_percent,wind_speed_kmph,driver_id,shipment_type,delivery_status,road_type,fuel_cost_usd,emission_factor,engine_efficiency,tire_condition,brake_condition,maintenance_status,route_risk_level,fuel_station_visits,rest_stops,delivery_priority,carbon_emission_kg,co2_per_km
R00105,Warehouse_C,City_Z,727.62,286.43,Clear,Medium,16250.17,Truck_Medium,91.48,9.08,Diesel,-1.1,59.8,39.7,D00105,Groceries,Delivered,Urban,313.69,2.6,0.42,Worn,Average,On Schedule,Low,4,2,Medium,744.72,1.0235
R00106,Warehouse_B,City_X,558.72,,Rain,Medium,,Truck_Medium,56.8,11.44,Diesel,36.5,63.3,2.9,D00106,Furniture,Delivered,Urban,271.47,2.46,0.37,Good,Poor,Pending,Medium,0,0,Low,490.23,0.8774
R00107,Warehouse_B,City_Z,65.61,16.06,Fog,Low,,Truck_Small,73.61,2.01,Electric,12.2,46.8,28.6,D00107,Furniture,Delivered,Rural,16.83,2.42,0.47,Worn,Poor,Overdue,Medium,2,3,Low,38.87,0.5924
R00108,Warehouse_A,City_X,288.75,75.25,Clear,Low,9319.13,Truck_Small,66.39,5.61,Petrol,29.3,46.5,44.6,D00108,Groceries,Delivered,Urban,94.51,2.49,0.41,Good,Poor,Overdue,Low,1,3,Low,187.37,0.6489
R00109,Warehouse_C,City_Y,925.67,203.21,Clear,Medium,12979.96,Truck_Medium,48.52,20.29,Diesel,21.8,61.6,18.7,D00109,Groceries,Delayed,Rural,257.67,2.55,0.43,Good,Average,Overdue,High,3,3,Low,518.19,0.5598
R00110,Warehouse_C,City_X,929.76,305.79,Clear,Low,14664.97,Truck_Large,96.44,10.97,Diesel,22.5,45.4,9.6,D00110,Groceries,Delivered,Highway,451.86,2.66,0.46,New,Poor,Pending,Medium,0,2,High,813.4,0.8748
R00111,Warehouse_A,City_Z,808.91,191.02,Clear,Medium,13261.69,Truck_Medium,40.59,20.87,Diesel,12.0,81.7,3.4,D00111,Groceries,Delivered,Urban,274.06,2.6,0.31,Worn,Average,On Schedule,Medium,0,2,Low,496.65,0.614
R00112,Warehouse_C,City_Z,982.69,247.13,Clear,Medium,3264.43,Truck_Medium,51.25,20.44,CNG,9.7,89.7,47.0,D00112,Machinery,Delivered,Rural,307.89,2.69,0.32,Worn,Poor,Overdue,Medium,4,2,Medium,664.78,0.6765
R00113,Warehouse_A,City_Y,816.22,308.22,Snow,Medium,6782.55,Truck_Large,60.73,14.14,Diesel,-1.9,42.7,0.2,D00113,Groceries,Delayed,Highway,438.32,2.69,0.44,Good,Good,On Schedule,Medium,1,1,Low,829.11,1.0158
R00114,Warehouse_B,City_X,59.69,15.84,Clear,Low,14937.73,Truck_Small,91.39,2.27,CNG,-6.5,64.5,39.6,D00114,Furniture,Delayed,Rural,22.1,2.68,0.46,Worn,Good,Overdue,High,1,2,Medium,42.45,0.7112
R00115,Warehouse_B,City_Y,323.44,101.34,Clear,High,17723.61,Truck_Medium,87.32,4.37,Diesel,36.4,38.7,13.2,D00115,Furniture,Delivered,Urban,102.75,2.62,0.4,New,Good,On Schedule,High,1,3,High,265.51,0.8209
R00116,Warehouse_C,City_Z,79.09,22.11,Rain,Low,1896.54,Truck_Small,74.79,2.73,Diesel,36.8,41.1,12.1,D00116,Machinery,Delivered,Highway,32.3,2.67,0.5,Good,Poor,Overdue,High,3,1,Low,59.03,0.7464
R00117,Warehouse_B,City_Y,139.4,29.94,Clear,Medium,1802.35,Truck_Large,81.7,3.44,Petrol,22.1,76.0,7.9,D00117,Groceries,In Transit,Urban,40.24,2.79,0.47,New,Good,Pending,Low,4,1,Low,83.53,0.5992
R00118,Warehouse_B,City_X,257.9,70.3,,Medium,13224.69,Truck_Small,60.45,4.79,CNG,9.4,42.0,9.7,D00118,Machinery,,Urban,93.92,2.68,0.45,Good,Poor,Overdue,Medium,1,3,High,188.4,0.7305
R00119,Warehouse_A,City_X,528.38,148.8,Rain,Low,,Truck_Large,96.43,7.23,CNG,-8.7,74.9,25.7,D00119,Machinery,Delivered,Rural,201.88,2.7,0.31,Worn,Good,Pending,High,4,0,Medium,401.76,0.7604
R00120,Warehouse_A,City_Y,855.16,324.23,Rain,Low,3951.44,Truck_Large,41.61,22.02,Petrol,12.4,54.2,43.8,D00120,Machinery,Delivered,Rural,360.67,2.52,0.33,Good,Good,Overdue,High,2,3,Medium,817.06,0.9554
R00121,Warehouse_C,City_Z,868.87,230.16,Clear,Low,11417.54,Truck_Small,46.06,19.51,Petrol,22.9,58.8,18.4,D00121,Machinery,Delivered,Highway,233.52,2.59,0.34,Good,Good,On Schedule,Medium,1,2,Low,596.11,0.6861
R00122,Warehouse_A,City_Z,635.39,175.27,Clear,Medium,19515.26,Truck_Medium,95.53,8.65,Diesel,5.0,45.6,37.3,D00122,Machinery,In Transit,Rural,195.59,2.57,0.27,Worn,Good,Overdue,Low,3,1,Low,450.44,0.7089
R00123,Warehouse_C,City_Y,931.77,332.25,Clear,High,,Truck_Medium,,11.06,Petrol,7.1,62.9,12.3,D00123,Machinery,,Highway,464.25,2.54,0.43,New,Average,Overdue,High,3,3,Low,843.92,0.9057
R00124,Warehouse_C,City_X,525.06,184.71,Clear,Medium,9533.68,Truck_Large,69.43,8.66,Diesel,13.6,49.9,45.2,D00124,Machinery,In Transit,Urban,239.88,2.58,0.35,Worn,Poor,On Schedule,Low,2,3,Low,476.55,0.9076
R00125,Warehouse_A,City_X,894.58,321.74,Clear,Medium,16723.12,Truck_Small,74.59,13.82,Electric,14.7,40.5,45.7,D00125,Furniture,Delivered,Urban,379.86,2.64,0.41,Good,Average,Overdue,Low,2,0,Low,849.39,0.9495
R00126,Warehouse_B,City_X,481.36,188.09,Rain,Medium,5043.63,Truck_Small,94.15,5.68,Petrol,27.1,38.3,5.4,D00126,Furniture,Delivered,Urban,210.8,2.65,0.43,Good,Good,On Schedule,Medium,3,2,Low,498.44,1.0355
R00127,Warehouse_B,City_X,313.36,112.53,Snow,Low,8872.2,Truck_Small,,5.01,Petrol,15.0,90.0,41.9,D00127,Furniture,Delivered,Urban,157.53,2.74,0.25,Good,Average,Pending,Medium,0,1,Medium,308.33,0.9839
R00128,Warehouse_B,City_Z,920.59,259.17,Clear,Low,11027.59,Truck_Small,,10.75,Diesel,32.3,50.7,35.1,D00128,Furniture,Delivered,Highway,318.5,2.66,0.26,New,Poor,Overdue,Low,3,0,Medium,689.39,0.7489
R00129,Warehouse_B,City_X,418.54,152.47,Clear,High,10586.26,Truck_Large,,8.05,Diesel,14.1,78.3,19.7,D00129,Furniture,In Transit,Highway,199.11,2.75,0.33,Worn,Poor,On Schedule,Low,4,0,High,419.29,1.0018
R00130,Warehouse_C,City_Y,528.23,159.39,Clear,Low,18498.48,Truck_Small,89.83,6.52,CNG,-8.4,50.5,41.7,D00130,Machinery,In Transit,Urban,160.39,2.66,0.41,Worn,Good,On Schedule,Medium,3,1,High,423.98,0.8026
R00131,Warehouse_B,City_Y,362.42,92.61,Clear,High,6560.69,Truck_Small,44.16,9.73,Diesel,-2.9,67.4,45.2,D00131,Machinery,Delivered,Rural,112.52,2.54,0.37,Worn,Good,Pending,High,3,1,Low,235.23,0.6491
R00132,Warehouse_C,City_Y,679.7,177.12,Rain,Low,2073.57,Truck_Medium,69.22,11.02,Diesel,25.9,80.5,24.8,D00132,Furniture,Delayed,Urban,178.49,2.65,0.48,Worn,Good,Pending,Low,2,2,Low,469.37,0.6906
R00133,Warehouse_A,City_Y,995.28,243.61,Snow,Medium,18411.17,Truck_Large,54.24,18.86,Diesel,12.6,71.8,25.4,D00133,Groceries,Delivered,Highway,339.52,2.69,0.31,Worn,Poor,Overdue,Medium,2,0,High,655.31,0.6584
R00134,Warehouse_A,City_X,74.24,17.0,Clear,High,5124.29,Truck_Small,42.15,2.37,CNG,13.1,34.1,35.2,D00134,Furniture,Delivered,Rural,19.12,2.67,0.28,Worn,Good,On Schedule,High,0,1,High,45.39,0.6114
R00135,Warehouse_C,City_Z,904.86,214.36,Clear,Medium,8201.53,Truck_Small,77.03,13.3,CNG,38.9,41.6,12.2,D00135,Machinery,In Transit,Urban,232.27,2.74,0.28,Worn,Average,Overdue,Low,2,1,High,587.35,0.6491
R00136,Warehouse_B,City_X,53.73,11.42,Rain,Medium,11086.94,Truck_Large,44.57,2.3,Diesel,18.6,82.4,3.8,D00136,Groceries,Delivered,Urban,16.71,2.76,0.31,Worn,Average,Overdue,Medium,3,1,Medium,31.52,0.5866
R00137,Warehouse_C,City_Z,396.02,149.57,Clear,Medium,19541.73,Truck_Large,47.21,9.9,CNG,-4.2,58.3,26.4,D00137,Electronics,Delivered,Highway,150.92,2.53,0.31,Worn,Poor,Pending,Medium,0,0,High,378.41,0.9555
R00138,Warehouse_B,City_X,210.18,81.17,Clear,Medium,11170.1,Truck_Medium,44.9,5.77,Diesel,11.7,65.9,16.0,D00138,Furniture,In Transit,Highway,89.2,2.43,0.34,Good,Poor,On Schedule,High,4,3,High,197.24,0.9384
R00139,Warehouse_B,City_Z,769.47,244.19,Clear,Low,9507.12,Truck_Large,,8.85,Petrol,18.1,31.5,6.1,D00139,Groceries,Delivered,Highway,273.55,2.66,0.39,Worn,Average,Pending,High,0,0,Low,649.55,0.8442
R00140,Warehouse_C,City_Y,98.08,36.1,Clear,High,12089.13,Truck_Small,42.35,4.1,Diesel,-8.1,59.2,7.0,D00140,Furniture,Delivered,Highway,50.95,2.44,0.31,Good,Poor,On Schedule,High,2,1,Medium,88.08,0.898
R00141,Warehouse_C,City_Y,575.81,136.3,,Low,19445.36,Truck_Medium,56.19,12.03,CNG,8.2,55.9,10.7,D00141,Electronics,Delayed,Rural,184.69,2.75,0.38,Worn,Good,Overdue,Medium,0,0,Low,374.83,0.651
R00142,Warehouse_B,City_Z,330.18,125.58,Fog,Low,16540.95,Truck_Small,79.12,6.05,CNG,38.4,71.2,16.9,D00142,Groceries,Delivered,Rural,186.32,2.73,0.37,Worn,Good,On Schedule,High,3,1,High,342.83,1.0383
R00143,Warehouse_C,City_Z,176.99,53.32,Clear,High,4210.39,Truck_Large,89.4,3.71,Diesel,27.6,46.5,21.8,D00143,Electronics,Delivered,Highway,71.84,2.69,0.33,Good,Poor,Pending,Low,0,1,High,143.43,0.8104
R00144,Warehouse_B,City_Z,783.23,,Clear,Medium,16261.94,Truck_Large,76.49,10.93,Diesel,8.6,74.6,47.8,D00144,Electronics,Delivered,Rural,186.92,2.77,0.36,Worn,Good,Pending,High,0,2,High,463.06,0.5912
R00145,Warehouse_C,City_Y,256.55,58.56,Rain,Medium,16980.88,,98.59,3.2,Diesel,3.1,70.3,24.3,D00145,Electronics,Delivered,Urban,63.44,2.75,0.35,New,Poor,On Schedule,Low,1,2,High,161.04,0.6277
R00146,Warehouse_A,City_Y,262.49,68.72,Clear,High,14123.19,Truck_Medium,60.26,4.94,CNG,4.2,60.6,45.7,D00146,Furniture,Delivered,Rural,94.68,2.77,0.49,Worn,Good,On Schedule,High,0,1,Low,190.35,0.7252
R00147,Warehouse_B,City_X,311.32,64.98,Clear,Medium,13487.44,Truck_Small,68.32,6.53,CNG,31.4,52.5,27.3,D00147,Groceries,In Transit,Urban,94.25,2.69,0.27,Good,Average,On Schedule,Low,0,1,Low,174.8,0.5615
R00148,Warehouse_A,City_Z,607.43,159.06,Clear,Medium,9376.66,Truck_Small,89.28,8.06,CNG,10.1,48.1,7.9,D00148,Machinery,In Transit,Highway,231.57,2.55,0.44,Good,Average,On Schedule,High,4,3,High,405.6,0.6677
R00149,Warehouse_C,City_Z,676.68,143.45,Clear,High,13192.21,Truck_Medium,80.9,9.04,Diesel,32.2,62.1,42.1,D00149,Machinery,In Transit,Urban,198.76,2.42,0.33,Good,Good,Overdue,Low,1,3,High,347.15,0.513
R00150,Warehouse_A,City_Z,66.72,16.49,Rain,Medium,15013.92,Truck_Large,,2.58,Diesel,35.4,64.6,0.8,D00150,Furniture,Delivered,Highway,23.04,2.42,0.3,Worn,Poor,Overdue,High,4,1,Medium,39.91,0.5982
R00151,Warehouse_C,City_Y,279.78,,Clear,Low,3333.58,Truck_Small,69.92,5.57,Diesel,13.2,56.9,28.2,D00151,Furniture,Delivered,Highway,94.27,2.72,0.47,New,Good,Overdue,High,1,1,High,192.63,0.6885
R00152,Warehouse_B,City_Z,459.42,183.25,Fog,Medium,5889.27,Truck_Large,98.56,5.3,Petrol,37.3,49.2,17.1,D00152,Electronics,Delivered,Highway,250.67,2.48,0.37,New,Poor,Overdue,Low,0,3,Medium,454.46,0.9892
R00153,Warehouse_C,City_Z,365.38,90.29,Rain,Medium,4687.56,Truck_Large,91.78,5.0,Petrol,5.0,82.8,21.9,D00153,Furniture,Delivered,Rural,95.53,2.53,0.38,Worn,Good,Pending,High,3,0,Low,228.43,0.6252
R00154,Warehouse_C,City_Y,889.96,220.57,Clear,Low,16983.02,Truck_Small,51.51,18.06,Diesel,3.0,48.6,39.9,D00154,Groceries,Delayed,Urban,256.88,2.63,0.35,Good,Average,On Schedule,Medium,4,1,High,580.1,0.6518
R00155,Warehouse_B,City_Z,798.32,269.32,Clear,Medium,13920.05,Truck_Large,50.79,17.68,CNG,-4.6,70.3,0.3,D00155,Machinery,In Transit,Rural,331.01,2.45,0.35,Good,Average,On Schedule,High,2,0,Low,659.83,0.8265
R00156,Warehouse_C,City_X,644.6,239.71,Clear,Medium,9564.79,Truck_Small,89.7,8.16,Diesel,2.3,84.3,9.1,D00156,Groceries,Delayed,Highway,319.33,2.79,0.42,New,Average,Overdue,Medium,2,0,High,668.79,1.0375
R00157,Warehouse_B,City_Y,371.14,,Clear,Low,16695.06,Truck_Small,51.93,8.68,CNG,28.6,68.8,40.6,D00157,Electronics,In Transit,Rural,124.46,2.73,0.44,Worn,Good,Pending,High,1,3,High,281.08,0.7573
R00158,Warehouse_C,City_Y,715.64,268.45,Clear,Medium,14618.85,,67.17,12.53,CNG,10.2,52.0,27.3,D00158,Furniture,In Transit,Highway,318.78,2.63,0.45,New,Good,Pending,Medium,1,1,Medium,706.02,0.9866
R00159,Warehouse_B,City_Y,851.46,228.22,Clear,Low,18358.27,Truck_Small,50.85,18.54,CNG,-2.6,47.8,12.9,D00159,Furniture,Delivered,Urban,292.53,2.76,0.38,Worn,Poor,Pending,High,2,1,Low,629.89,0.7398
R00160,Warehouse_A,City_X,615.09,147.25,Fog,Medium,2459.33,Truck_Medium,40.88,16.14,Diesel,-4.6,81.2,24.9,D00160,Electronics,Delivered,Highway,176.29,2.6,0.43,New,Good,On Schedule,High,3,0,Low,382.85,0.6224
R00161,Warehouse_C,City_Y,795.24,211.48,Clear,Medium,10673.99,Truck_Large,92.52,9.56,Diesel,14.5,59.4,20.1,D00161,Machinery,Delivered,Highway,219.15,2.76,0.44,Good,Average,On Schedule,High,0,1,Low,583.68,0.734
R00162,Warehouse_C,City_Y,761.65,245.15,Clear,Low,14428.21,Truck_Medium,86.74,10.49,Diesel,17.0,65.6,38.4,D00162,Furniture,Delivered,Rural,363.98,2.73,0.42,New,Good,Overdue,Medium,4,0,Medium,669.26,0.8787
R00163,Warehouse_C,City_Y,593.15,162.18,Clear,Low,4942.37,Truck_Large,68.24,9.5,Petrol,29.7,65.8,37.8,D00163,Electronics,Delivered,Highway,237.28,2.41,0.3,Worn,Good,Pending,High,3,0,Low,390.85,0.6589
R00164,Warehouse_B,City_Y,346.57,115.95,Clear,Low,7215.4,Truck_Medium,49.57,8.57,Diesel,25.7,62.0,23.2,D00164,Machinery,Delivered,Urban,118.21,2.72,0.43,Good,Poor,Pending,Medium,4,3,High,315.38,0.91
R00165,Warehouse_C,City_X,758.49,187.64,Snow,Low,8960.55,Truck_Large,88.39,10.33,Electric,-1.6,85.9,13.8,D00165,Machinery,,Urban,237.29,2.71,0.41,New,Average,Overdue,Low,4,2,Medium,508.5,0.6704
R00166,Warehouse_B,City_Z,246.46,83.85,Rain,Medium,16092.19,Truck_Small,61.56,5.78,Petrol,3.8,85.9,0.6,D00166,Furniture,Delivered,Highway,113.73,2.53,0.27,New,Average,On Schedule,High,0,1,Medium,212.14,0.8607
R00167,Warehouse_C,City_Z,790.51,213.03,Clear,Medium,10377.95,Truck_Medium,79.72,10.43,Diesel,24.7,32.4,23.6,D00167,Groceries,Delivered,Urban,277.99,2.6,0.41,New,Average,On Schedule,Low,0,3,High,553.88,0.7007
R00168,Warehouse_A,City_Y,814.32,,Snow,Low,10364.53,Truck_Small,59.0,15.05,Electric,-1.0,60.3,29.6,D00168,Machinery,Delayed,Highway,279.01,2.46,0.47,Worn,Average,Overdue,Low,4,0,Low,583.29,0.7163
R00169,Warehouse_C,City_X,831.04,258.91,Snow,Medium,9186.86,Truck_Small,,13.64,Diesel,30.2,63.9,30.3,D00169,Machinery,Delayed,Highway,362.9,2.67,0.35,Worn,Good,Pending,High,0,3,Medium,691.29,0.8318
R00170,Warehouse_A,City_Y,499.27,168.38,Rain,High,5343.19,Truck_Large,72.13,8.89,Electric,22.9,85.5,43.4,D00170,Machinery,In Transit,Urban,220.14,2.67,0.28,New,Average,Overdue,Low,0,1,Low,449.57,0.9005
R00171,Warehouse_B,City_Z,232.86,57.69,Snow,Low,18538.36,Truck_Large,85.72,4.03,Diesel,16.8,34.2,23.4,D00171,Electronics,Delayed,Rural,64.58,2.79,0.4,New,Average,Pending,High,3,3,Medium,160.96,0.6912
R00172,Warehouse_A,City_Z,144.74,53.15,Rain,Medium,7038.22,Truck_Large,89.92,2.75,Diesel,22.2,77.3,36.0,D00172,Machinery,Delivered,Highway,69.39,2.69,0.31,New,Good,Pending,High,4,2,Low,142.97,0.9878
R00173,Warehouse_C,City_X,756.19,260.41,Clear,Medium,,Truck_Large,66.61,12.22,CNG,-5.0,68.5,6.4,D00173,Electronics,Delivered,Rural,296.17,2.58,0.39,Good,Average,Overdue,Medium,2,1,High,671.86,0.8885
R00174,Warehouse_C,City_Z,891.95,220.15,Clear,Low,,Truck_Medium,53.98,18.29,Diesel,17.4,73.9,38.2,D00174,Machinery,Delivered,Rural,285.74,2.47,0.42,Good,Average,Overdue,High,3,0,Medium,543.77,0.6096
R00175,Warehouse_B,City_Y,668.3,263.98,Clear,Medium,9250.62,Truck_Small,49.22,14.56,CNG,12.6,47.5,22.3,D00175,Furniture,Delivered,Highway,364.86,2.72,0.38,New,Average,Pending,High,0,1,High,718.03,1.0744
R00176,Warehouse_C,City_X,186.95,62.25,Clear,High,18172.27,Truck_Large,60.44,4.83,Diesel,15.6,74.8,34.7,D00176,Groceries,In Transit,Urban,71.67,2.54,0.33,Good,Good,Pending,Medium,2,3,Low,158.12,0.8458
R00177,Warehouse_C,City_Z,938.15,272.52,Snow,Low,19913.84,Truck_Small,88.11,12.48,Diesel,6.9,47.0,41.8,D00177,Groceries,Delayed,Highway,311.02,2.78,0.46,Good,Poor,Overdue,Medium,3,2,Medium,757.61,0.8076
R00178,Warehouse_B,City_Y,989.65,229.11,Clear,High,7873.29,Truck_Medium,56.44,18.12,Electric,13.4,70.5,12.7,D00178,Machinery,In Transit,Urban,312.36,2.51,0.28,Worn,Good,Pending,Medium,3,3,High,575.07,0.5811
R00179,Warehouse_B,City_X,461.71,,,Medium,3925.82,Truck_Large,42.85,12.04,CNG,34.2,77.2,33.3,D00179,Electronics,In Transit,Highway,177.57,2.48,0.26,Good,Average,Pending,High,0,0,Low,351.12,0.7605
R00180,Warehouse_A,City_Y,615.08,143.29,Clear,Low,6974.58,Truck_Medium,73.86,9.46,Diesel,7.2,77.0,6.2,D00180,Electronics,Delivered,Rural,153.23,2.65,0.46,New,Good,Pending,Medium,4,1,High,379.72,0.6174
R00181,Warehouse_B,City_Z,788.37,225.39,Rain,Medium,7217.59,Truck_Medium,42.02,19.85,Diesel,-7.8,62.7,5.6,D00181,Groceries,Delivered,Highway,286.89,2.77,0.26,Good,Poor,Overdue,Low,1,3,High,624.33,0.7919
R00182,Warehouse_C,City_Y,749.57,211.19,Rain,Low,13245.67,Truck_Small,93.1,9.11,Diesel,2.8,54.8,14.2,D00182,Furniture,Delivered,Urban,281.22,2.46,0.37,Good,Poor,Pending,Medium,1,2,Medium,519.53,0.6931
R00183,Warehouse_B,City_X,969.4,333.46,Rain,Medium,10426.98,Truck_Small,80.68,13.31,Diesel,12.7,44.6,6.5,D00183,Electronics,Delivered,Urban,415.38,2.42,0.38,Worn,Good,Pending,Low,2,2,Low,806.97,0.8324
R00184,Warehouse_C,City_Y,159.14,37.95,Rain,Low,15600.73,Truck_Medium,55.41,3.57,CNG,16.7,32.0,22.6,D00184,Furniture,,Highway,49.79,2.79,0.33,Good,Average,On Schedule,Low,1,3,High,105.88,0.6653
R00185,Warehouse_A,City_Z,601.69,219.24,Clear,Medium,14324.76,Truck_Medium,68.15,10.64,Electric,11.4,32.9,43.4,D00185,Machinery,Delivered,Urban,259.24,2.45,0.32,Good,Poor,Overdue,High,4,0,Medium,537.14,0.8927
R00186,Warehouse_B,City_X,707.33,187.6,Clear,Medium,5774.87,,84.35,9.72,CNG,31.3,55.1,3.7,D00186,Furniture,Delivered,Highway,269.94,2.64,0.44,New,Good,Overdue,High,4,0,Medium,495.26,0.7002
R00187,Warehouse_C,City_X,895.59,258.64,Fog,Medium,15900.86,Truck_Small,94.94,10.45,Electric,35.8,35.7,18.2,D00187,Furniture,In Transit,Rural,289.67,2.48,0.34,Good,Average,Pending,High,2,1,High,641.43,0.7162
R00188,Warehouse_B,City_Z,880.4,312.07,Clear,Low,17101.78,Truck_Medium,92.47,10.39,Diesel,14.3,36.7,10.4,D00188,Groceries,In Transit,Highway,355.97,2.47,0.28,Worn,Average,On Schedule,Medium,0,3,Low,770.81,0.8755
R00189,Warehouse_B,City_Y,979.1,318.28,Clear,Medium,12369.41,Truck_Medium,44.17,23.59,Diesel,-6.2,41.7,22.9,D00189,Furniture,Delivered,Highway,441.4,2.46,0.37,Worn,Good,Overdue,Medium,0,2,Low,782.97,0.7997
R00190,Warehouse_B,City_Y,536.47,140.34,Clear,Low,18625.69,Truck_Small,44.87,13.64,Diesel,11.0,58.9,31.7,D00190,Machinery,Delayed,Urban,144.4,2.68,0.43,Worn,Average,Pending,Low,2,1,Low,376.11,0.7011
R00191,Warehouse_B,City_Z,839.22,232.67,Clear,Medium,15876.01,Truck_Medium,,12.22,CNG,-0.9,65.5,42.6,D00191,Furniture,In Transit,Highway,347.54,2.7,0.33,New,Good,Pending,Medium,1,3,Medium,628.21,0.7486
R00192,Warehouse_A,City_X,455.92,119.07,Rain,Low,12312.52,,69.79,8.51,CNG,4.2,71.7,1.2,D00192,Electronics,Delivered,Rural,156.52,2.45,0.28,Good,Poor,Pending,Medium,1,2,Medium,291.72,0.6398
R00193,Warehouse_C,City_Z,451.2,143.91,,Medium,18217.15,Truck_Medium,57.58,9.14,Diesel,31.6,59.2,28.4,D00193,Electronics,Delivered,Rural,202.01,2.45,0.34,Good,Average,On Schedule,Low,2,2,High,352.58,0.7814
R00194,Warehouse_B,City_X,290.68,77.47,Fog,Low,12406.81,Truck_Medium,,4.92,CNG,16.8,69.9,34.5,D00194,Groceries,Delivered,Highway,100.09,2.77,0.39,Good,Poor,On Schedule,Medium,3,1,Low,214.59,0.7382
R00195,Warehouse_C,City_X,827.33,285.54,Clear,Medium,10902.63,Truck_Small,84.78,11.7,CNG,31.4,81.7,6.7,D00195,Machinery,Delivered,Urban,397.8,2.64,0.28,Worn,Average,On Schedule,Low,2,2,High,753.83,0.9112
R00196,Warehouse_A,City_Y,986.52,311.7,Clear,Medium,7768.91,,81.24,13.54,Diesel,39.3,52.4,46.9,D00196,Electronics,Delivered,Rural,379.37,2.71,0.31,Worn,Poor,Overdue,Low,0,2,Low,844.71,0.8563
R00197,Warehouse_C,City_Z,293.52,201.78000000000003,Snow,Medium,17774.4,Truck_Large,50.88,7.14,Diesel,17.3,71.3,4.0,D00197,Electronics,Delivered,Highway,86.66,2.43,0.49,Worn,Poor,Overdue,Low,1,0,Medium,817.2,2.5568
R00198,Warehouse_C,City_X,103.33,27.08,Fog,Medium,3331.82,Truck_Medium,57.04,2.47,Diesel,35.6,69.5,16.0,D00198,Furniture,Delivered,Highway,36.04,2.42,0.3,New,Good,Overdue,High,3,0,Low,65.53,0.6342
R00199,Warehouse_A,City_Y,824.77,,Fog,Medium,9996.55,Truck_Large,76.3,12.7,Petrol,24.2,68.2,11.9,D00199,Groceries,Delivered,Rural,292.34,2.56,0.27,Worn,Poor,On Schedule,High,3,3,Low,515.79,0.6254
R00200,Warehouse_B,City_Z,639.22,177.74,Rain,High,11210.85,Truck_Medium,87.74,8.99,Diesel,-4.9,65.0,3.4,D00200,Groceries,In Transit,Urban,180.83,2.62,0.36,Worn,Average,Overdue,High,1,2,Low,465.68,0.7285
R00201,Warehouse_C,City_Z,961.71,291.59,Clear,Medium,11540.23,Truck_Medium,95.86,11.28,Petrol,10.9,73.6,35.0,D00201,Electronics,Delivered,Highway,307.47,2.55,0.27,New,Poor,On Schedule,High,3,3,High,743.55,0.7732
R00202,Warehouse_C,City_X,289.63,261.84000000000003,Clear,Medium,13385.91,Truck_Small,81.86,4.5,CNG,22.9,79.1,25.6,D00202,Groceries,Delivered,Rural,117.42,2.69,0.25,New,Average,On Schedule,Low,3,2,Medium,1173.9,2.8106
R00203,Warehouse_B,City_X,117.48,41.22,Snow,High,10610.12,Truck_Large,65.12,3.56,Diesel,25.3,53.5,21.4,D00203,Groceries,Delivered,Highway,48.32,2.67,0.25,New,Good,Pending,Medium,2,3,Medium,110.06,0.9368
R00204,Warehouse_B,City_X,517.82,123.16,Snow,High,5879.54,Truck_Medium,81.46,7.29,Electric,33.0,69.3,10.0,D00204,Electronics,Delivered,Rural,164.89,2.58,0.32,Good,Average,Pending,High,2,2,Low,317.75,0.6136
R00205,Warehouse_C,City_Z,131.19,51.07,Rain,Medium,17281.94,,44.15,4.28,Diesel,21.9,44.9,22.1,D00205,Groceries,Delivered,Highway,56.89,2.43,0.27,Worn,Good,Pending,Low,4,1,High,124.1,0.946
R00206,Warehouse_A,City_X,298.7,80.22,Clear,Low,13492.98,Truck_Small,76.0,4.73,Diesel,-5.5,75.4,45.1,D00206,Machinery,In Transit,Urban,105.42,2.64,0.3,Good,Average,Pending,Medium,1,3,Low,211.78,0.709
R00207,Warehouse_B,City_Z,169.68,44.13,,Medium,17305.57,Truck_Small,93.68,3.52,Petrol,-2.9,82.8,17.8,D00207,Groceries,Delivered,Urban,54.68,2.5,0.41,Worn,Average,On Schedule,High,4,3,High,110.32,0.6502
R00208,Warehouse_B,City_Y,262.93,88.62,Clear,Medium,6244.83,Truck_Small,78.22,4.99,Diesel,6.4,75.7,25.4,D00208,Groceries,Delivered,Rural,94.07,2.55,0.32,New,Average,Pending,High,2,2,Low,225.98,0.8595
R00209,Warehouse_A,City_Z,150.84,54.47,Clear,Medium,13104.08,Truck_Large,40.45,4.67,Diesel,4.7,59.5,46.4,D00209,Electronics,Delivered,Highway,79.78,2.41,0.39,Good,Poor,Pending,Low,0,3,High,131.27,0.8703
R00210,Warehouse_C,City_X,956.21,263.62,Clear,Medium,14569.3,Truck_Large,81.67,12.38,Diesel,1.1,38.0,34.6,D00210,Machinery,,Urban,368.04,2.61,0.35,Worn,Good,On Schedule,High,2,1,Low,688.05,0.7196
R00211,Warehouse_B,City_Z,314.63,109.92,Fog,Medium,8284.7,Truck_Medium,83.59,4.53,CNG,20.9,82.4,2.1,D00211,Machinery,In Transit,Rural,152.85,2.68,0.47,New,Average,Overdue,Medium,4,0,Medium,294.59,0.9363
